ts_ns,syscall,proc_name,tid,evt_cpu,label
1780278310332523574,switch,node,170295,1,0
1780278310332524729,futex,node,170303,1,0
1780278310332526440,read,node,170303,1,0
1780278310332528202,read,node,170303,1,0
1780278310332529366,write,node,170303,1,0
1780278310332530789,write,node,170303,1,0
1780278310332532192,futex,node,170303,1,0
1780278310332534282,switch,node,170303,1,0
1780278310332538073,clock_gettime,node,170295,1,0
1780278310332538998,clock_gettime,node,170295,1,0
1780278310332540043,clock_gettime,node,170295,1,0
1780278310332540760,clock_gettime,node,170295,1,0
1780278310332541695,epoll_wait,node,170295,1,0
1780278310332542939,epoll_wait,node,170295,1,0
1780278310332543655,clock_gettime,node,170295,1,0
1780278310332544352,clock_gettime,node,170295,1,0
1780278310332545068,read,node,170295,1,0
1780278310332546272,read,node,170295,1,0
1780278310332551834,futex,node,170295,1,0
